数据点,cx,cy,象限,FPGA计算角度(rad),MATLAB计算角度(°)
      13384, 18652, 21663,0,79.302758,79.307251
      13385, 18636, 21687,0,79.526570,79.530710
      13386, 18608, 21703,0,79.862287,79.864920
      13387, 18588, 21709,0,80.086099,80.092007
      13388, 18563, 21713,0,80.365864,80.368798
      13389, 18533, 21720,0,80.701581,80.705035
      13390, 18501, 21665,0,80.946375,80.950486
      13391, 18489, 21693,0,81.128222,81.131635
      13392, 18454, 21716,0,81.547869,81.551085
      13393, 18435, 21728,0,81.771680,81.776729
      13394, 18410, 21743,0,82.065433,82.071097
      13395, 18386, 21749,0,82.338204,82.339583
      13396, 18361, 21748,0,82.603980,82.608227
      13397, 18332, 21678,0,82.820798,82.821525
      13398, 18304, 21714,0,83.177497,83.179009
      13399, 18296, 21742,0,83.296397,83.304153
      13400, 18257, 21749,0,83.737026,83.736828
      13401, 18244, 21761,0,83.890897,83.892775
      13402, 18215, 21775,0,84.226614,84.223586
      13403, 18187, 21769,0,84.513373,84.520282
      13404, 18172, 21702,0,84.611291,84.610820
      13405, 18132, 21729,0,85.079896,85.078142
      13406, 18116, 21755,0,85.275731,85.278289
      13407, 18100, 21767,0,85.464572,85.463764
      13408, 18072, 21783,0,85.779308,85.782209
      13409, 18038, 21789,0,86.149996,86.156212
      13410, 18015, 21789,0,86.401784,86.405978
      13411, 17996, 21791,0,86.611607,86.613764
      13412, 17963, 21736,0,86.933336,86.938695
      13413, 17942, 21768,0,87.185124,87.187756
      13414, 17916, 21779,0,87.471883,87.477451
      13415, 17892, 21787,0,87.737659,87.742869
      13416, 17874, 21799,0,87.940489,87.943907
      13417, 17844, 21801,0,88.269212,88.270746
      13418, 17815, 21801,0,88.583947,88.586002
      13419, 17795, 21742,0,88.786776,88.789191
      13420, 17768, 21775,0,89.087523,89.092390
      13421, 17738, 21791,0,89.416247,89.422271
      13422, 17716, 21796,0,89.661041,89.662414
      13423, 17698, 21797,0,89.856876,89.858459
      13424, 17668, 21809,1,90.181847,90.184649
      13425, 17637, 21808,1,90.517564,90.521453
      13426, 17621, 21734,1,90.706405,90.705682
      13427, 17595, 21764,1,90.979176,90.986321
      13428, 17573, 21790,1,91.216976,91.220962
      13429, 17543, 21797,1,91.538705,91.545696
      13430, 17513, 21800,1,91.867428,91.870917
      13431, 17495, 21796,1,92.070258,92.068202
      13432, 17470, 21811,1,92.329040,92.333052
      13433, 17443, 21729,1,92.664757,92.669271
      13434, 17423, 21757,1,92.867587,92.873218
      13435, 17398, 21777,1,93.133363,93.134233
      13436, 17372, 21790,1,93.413127,93.408642
      13437, 17343, 21795,1,93.720868,93.719891
      13438, 17317, 21787,1,94.007627,94.008202
      13439, 17293, 21795,1,94.266409,94.261859
      13440, 17266, 21714,1,94.623109,94.628955
      13441, 17247, 21738,1,94.811950,94.814483
      13442, 17220, 21764,1,95.084721,95.083117
      13443, 17199, 21775,1,95.301538,95.299716
      13444, 17167, 21776,1,95.644250,95.645355
      13445, 17145, 21780,1,95.875056,95.878778
      13446, 17120, 21781,1,96.147826,96.147680
      13447, 17089, 21782,1,96.483543,96.480899
      13448, 17076, 21720,1,96.707355,96.703700
      13449, 17046, 21744,1,96.994114,96.996912
      13450, 17022, 21757,1,97.238908,97.238126
      13451, 17000, 21760,1,97.476708,97.471161
      13452, 16975, 21764,1,97.735490,97.734420
      13453, 16944, 21760,1,98.071207,98.074186
      13454, 16928, 21761,1,98.246060,98.244515
      13455, 16908, 21693,1,98.574783,98.575049
      13456, 16876, 21716,1,98.882524,98.881554
      13457, 16854, 21726,1,99.099342,99.100871
      13458, 16825, 21733,1,99.400089,99.399762
      13459, 16799, 21733,1,99.679853,99.678642
      13460, 16774, 21731,1,99.952624,99.950314
      13461, 16750, 21735,1,100.197418,100.198909
      13462, 16741, 21659,1,100.456200,100.452493
      13463, 16706, 21685,1,100.777929,100.774730
      13464, 16678, 21705,1,101.036711,101.031326
      13465, 16656, 21705,1,101.267517,101.266228
      13466, 16627, 21705,1,101.571761,101.575284
      13467, 16604, 21705,1,101.816555,101.819913
      13468, 16578, 21696,1,102.117302,102.117504
      13469, 16571, 21611,1,102.404061,102.400637
      13470, 16545, 21637,1,102.613884,102.614827
      13471, 16508, 21662,1,102.949602,102.945893
      13472, 16481, 21660,1,103.243354,103.237784
      13473, 16455, 21662,1,103.509131,103.507916
      13474, 16437, 21657,1,103.711960,103.711765
      13475, 16409, 21663,1,103.991724,103.990811
      13476, 16375, 21573,1,104.607206,104.607483
      13477, 16368, 21605,1,104.593218,104.588580
      13478, 16340, 21617,1,104.852000,104.849663
      13479, 16322, 21620,1,105.033847,105.030510
      13480, 16285, 21622,1,105.418524,105.413258
      13481, 16265, 21621,1,105.628347,105.625847
      13482, 16236, 21617,1,105.943082,105.941480
      13483, 16213, 21609,1,106.215853,106.206879
      13484, 16212, 21549,1,106.411688,106.411242
      13485, 16175, 21563,1,106.754399,106.753896
      13486, 16142, 21573,1,107.069135,107.065152
      13487, 16122, 21574,1,107.271964,107.269858
      13488, 16096, 21575,1,107.537740,107.536205
      13489, 16076, 21561,1,107.789528,107.792049
      13490, 16048, 21561,1,108.090275,108.081671
      13491, 16048, 21488,1,108.349057,108.344511
      13492, 16017, 21513,1,108.576366,108.575820
      13493, 15980, 21519,1,108.933066,108.936346
      13494, 15964, 21521,1,109.086936,109.093718
      13495, 15936, 21519,1,109.387683,109.388970
      13496, 15910, 21500,1,109.723401,109.728590
      13497, 15892, 21509,1,109.877271,109.877923
      13498, 15891, 21424,1,110.219983,110.224346
      13499, 15853, 21456,1,110.485759,110.487135
      13500, 15824, 21458,1,110.772518,110.775756
      13501, 15802, 21457,1,111.003323,111.004171
      13502, 15772, 21457,1,111.311064,111.308997
      13503, 15750, 21444,1,111.590829,111.586473
      13504, 15724, 21439,1,111.870594,111.870694
      13505, 15734, 21360,1,112.108393,112.110685
      13506, 15698, 21392,1,112.332205,112.337189
      13507, 15661, 21385,1,112.744858,112.742383
      13508, 15633, 21391,1,112.996646,112.997436
      13509, 15610, 21393,1,113.220458,113.218959
      13510, 15588, 21378,1,113.507216,113.507168
      13511, 15563, 21367,1,113.807963,113.807398
      13512, 15531, 21286,1,114.507374,114.510466
      13513, 15538, 21314,1,114.311539,114.306132
      13514, 15504, 21318,1,114.626274,114.626354
      13515, 15472, 21317,1,114.954998,114.948830
      13516, 15451, 21317,1,115.157827,115.156416
      13517, 15432, 21299,1,115.427100,115.432239
      13518, 15398, 21301,1,115.748830,115.756672
      13519, 15375, 21286,1,116.056571,116.057159
      13520, 15377, 21233,1,116.301365,116.307133
      13521, 15343, 21241,1,116.595117,116.600104
      13522, 15319, 21241,1,116.832917,116.834695
